index,year,id,dum,urban_disposable_income,rural_disposable_income,urbanization_rate,total_pop,urban_pop,rural_pop,urban_total_income,rural_total_income,total_income,P1/P,Z1/Z,LN(N/O),P2/P,Z2/Z,LN(Q/R),theil_index
1703,2013,171,Panzhihua,24906.0,9838.0,0.634,123.33,78.23,45.1,1948352.02,443711.32,2392063.34,0.815 ,0.634 ,0.250 ,0.185 ,0.366 ,(0.679),0.077764367
1704,2014,171,Panzhihua,27322.0,10960.0,0.64,123.2,78.88,44.32,2155294.88,485692.84,2640987.72,0.816 ,0.640 ,0.243 ,0.184 ,0.360 ,(0.671),0.074606164
1705,2015,171,Panzhihua,30361.6,12861.18,0.647,123.25,79.79,43.46,2422614.53,558920.35,2981534.88,0.813 ,0.647 ,0.227 ,0.187 ,0.353 ,(0.632),0.06617784
1706,2016,171,Panzhihua,32860.0,14057.0,0.653,123.56,80.73,42.83,2652922.66,602003.62,3254926.28,0.815 ,0.653 ,0.221 ,0.185 ,0.347 ,(0.628),0.064009137
1707,2017,171,Panzhihua,35620.0,15336.0,0.66,123.61,81.57,42.04,2905531.91,644721.77,3550253.69,0.818 ,0.660 ,0.215 ,0.182 ,0.340 ,(0.627),0.062230308
1708,2018,171,Panzhihua,38510.0,16708.0,0.666,123.6,82.31,41.29,3169574.79,689952.85,3859527.64,0.821 ,0.666 ,0.210 ,0.179 ,0.334 ,(0.625),0.060393268
1709,2019,171,Panzhihua,41864.0,18352.0,0.668,121.4,81.06,40.34,3393444.77,740342.07,4133786.84,0.821 ,0.668 ,0.207 ,0.179 ,0.332 ,(0.618),0.058870225
1710,2010,172,Luzhou,15505.34,5388.46,0.388,421.8,163.66,258.14,2537579.2,1390985.2,3928564.4,0.646 ,0.388 ,0.510 ,0.354 ,0.612 ,(0.547),0.135461344
1711,2011,172,Luzhou,17884.0,6509.3,0.399,422.5,168.67,253.83,3016415.41,1652284.33,4668699.74,0.646 ,0.399 ,0.481 ,0.354 ,0.601 ,(0.529),0.123775488
1712,2012,172,Luzhou,20746.0,7462.6,0.417,425.0,177.34,247.66,3679055.23,1848202.05,5527257.28,0.666 ,0.417 ,0.467 ,0.334 ,0.583 ,(0.555),0.125109349
1713,2013,172,Luzhou,22821.0,8455.0,0.433,424.58,183.8,240.78,4194515.36,2035789.13,6230304.5,0.673 ,0.433 ,0.442 ,0.327 ,0.567 ,(0.551),0.117157554
1714,2014,172,Luzhou,25240.0,9470.0,0.448,425.0,190.57,234.43,4809986.8,2220052.1,7030038.9,0.684 ,0.448 ,0.423 ,0.316 ,0.552 ,(0.558),0.112997358
1715,2015,172,Luzhou,26655.55,11359.13,0.461,428.52,197.48,231.04,5263938.29,2624413.48,7888351.78,0.667 ,0.461 ,0.370 ,0.333 ,0.539 ,(0.483),0.086411832
1716,2016,172,Luzhou,28959.0,12450.0,0.475,430.64,204.55,226.09,5923679.29,2814770.7,8738449.99,0.678 ,0.475 ,0.356 ,0.322 ,0.525 ,(0.488),0.083750134
1717,2017,172,Luzhou,31449.0,13670.0,0.49,431.72,211.33,220.39,6646020.94,3012773.13,9658794.07,0.688 ,0.490 ,0.341 ,0.312 ,0.511 ,(0.493),0.080639785
1718,2018,172,Luzhou,34141.0,14983.0,0.505,432.4,218.19,214.21,7449192.01,3209522.81,10658714.83,0.699 ,0.505 ,0.326 ,0.301 ,0.495 ,(0.498),0.077721987
1719,2019,172,Luzhou,37252.0,16531.0,0.52,432.9,225.11,207.79,8385723.22,3435009.55,11820732.77,0.709 ,0.520 ,0.311 ,0.291 ,0.480 ,(0.502),0.074505395
1720,2010,173,Deyang City,16202.15,6485.8,0.413,361.6,149.41,212.19,2420753.73,1376225.31,3796979.05,0.638 ,0.413 ,0.434 ,0.362 ,0.587 ,(0.482),0.101885442
1721,2011,173,Deyang City,19371.0,7830.7,0.43,359.19,154.42,204.77,2991343.47,1603462.67,4594806.14,0.651 ,0.430 ,0.415 ,0.349 ,0.570 ,(0.491),0.098873237
1722,2012,173,Deyang City,22374.0,8953.3,0.448,353.13,158.16,194.97,3538621.69,1745644.97,5284266.66,0.670 ,0.448 ,0.402 ,0.330 ,0.552 ,(0.514),0.099688776
1723,2013,173,Deyang City,24701.0,10094.0,0.459,352.37,161.6,190.77,3991604.58,1925663.85,5917268.44,0.675 ,0.459 ,0.386 ,0.325 ,0.541 ,(0.509),0.094666059
1724,2014,173,Deyang City,26998.0,11260.0,0.473,351.09,165.96,185.13,4480594.64,2084561.06,6565155.7,0.682 ,0.473 ,0.367 ,0.318 ,0.527 ,(0.507),0.089601644
1725,2015,173,Deyang City,27048.98,12787.25,0.485,351.32,170.28,181.04,4606030.31,2314941.92,6920972.23,0.666 ,0.485 ,0.317 ,0.334 ,0.515 ,(0.432),0.066440909
1726,2016,173,Deyang City,29159.0,13951.0,0.496,351.97,174.51,177.46,5088441.62,2475790.14,7564231.76,0.673 ,0.496 ,0.305 ,0.327 ,0.504 ,(0.432),0.063832198
1727,2017,173,Deyang City,31609.0,15207.0,0.51,353.16,180.04,173.12,5690914.96,2632621.12,8323536.08,0.684 ,0.510 ,0.294 ,0.316 ,0.490 ,(0.438),0.062098318
1728,2018,173,Deyang City,34216.0,16583.0,0.524,354.5,185.58,168.92,6349830.94,2801187.92,9151018.86,0.694 ,0.524 ,0.282 ,0.306 ,0.477 ,(0.443),0.060063469
1729,2019,173,Deyang City,37222.0,18249.0,0.539,356.1,191.9,164.2,7142987.04,2996444.01,10139431.05,0.704 ,0.539 ,0.268 ,0.296 ,0.461 ,(0.445),0.05727803
1730,2010,174,Mianyang City,15515.93,5940.0,0.399,461.4,183.87,277.53,2852917.05,1648527.13,4501444.18,0.634 ,0.399 ,0.464 ,0.366 ,0.601 ,(0.496),0.112348176
1731,2011,174,Mianyang City,17998.0,7182.6,0.418,462.0,193.32,268.68,3479405.9,1929807.98,5409213.88,0.643 ,0.418 ,0.430 ,0.357 ,0.582 ,(0.489),0.102244167
1732,2012,174,Mianyang City,20755.0,8212.8,0.436,464.02,202.5,261.52,4202838.45,2147830.86,6350669.32,0.662 ,0.436 ,0.416 ,0.338 ,0.564 ,(0.511),0.102851366
1733,2013,174,Mianyang City,23100.0,9257.0,0.451,467.64,210.86,256.78,4870840.04,2377022.86,7247862.9,0.672 ,0.451 ,0.399 ,0.328 ,0.549 ,(0.515),0.099163847
1734,2014,174,Mianyang City,25341.0,10326.0,0.465,473.94,220.43,253.51,5585903.81,2617749.48,8203653.29,0.681 ,0.465 ,0.381 ,0.319 ,0.535 ,(0.517),0.094698696
1735,2015,174,Mianyang City,27170.41,11349.0,0.48,477.19,229.05,248.14,6223415.84,2816127.24,9039543.08,0.688 ,0.480 ,0.361 ,0.312 ,0.520 ,(0.512),0.088710383
1736,2016,174,Mianyang City,29407.0,13504.0,0.495,481.09,238.14,242.95,7002969.75,3280802.88,10283772.62,0.681 ,0.495 ,0.319 ,0.319 ,0.505 ,(0.459),0.07068277
1737,2017,174,Mianyang City,31822.0,14752.0,0.51,483.56,246.66,236.9,7849340.41,3494690.44,11344030.85,0.692 ,0.510 ,0.305 ,0.308 ,0.490 ,(0.464),0.068052913
1738,2018,174,Mianyang City,34411.0,16101.0,0.525,485.7,255.14,230.56,8779560.94,3712275.38,12491836.33,0.703 ,0.525 ,0.291 ,0.297 ,0.475 ,(0.468),0.065433071
1739,2019,174,Mianyang City,37454.0,17735.0,0.541,487.7,263.99,223.71,9887556.74,3967461.2,13855017.95,0.714 ,0.541 ,0.276 ,0.286 ,0.459 ,(0.471),0.062339429
1740,2010,175,Guangyuan City,12508.81,4035.5,0.33,248.4,81.92,166.48,1024672.21,671846.77,1696518.98,0.604 ,0.330 ,0.605 ,0.396 ,0.670 ,(0.526),0.157127392
1741,2011,175,Guangyuan City,14635.0,4895.0,0.347,249.0,86.31,162.69,1263176.05,796357.78,2059533.83,0.613 ,0.347 ,0.571 ,0.387 ,0.653 ,(0.525),0.147153406
1742,2012,175,Guangyuan City,17012.0,5649.4,0.364,253.0,92.14,160.86,1567498.83,908758.12,2476256.95,0.633 ,0.364 ,0.553 ,0.367 ,0.636 ,(0.550),0.148247954
1743,2013,175,Guangyuan City,18713.0,6442.0,0.378,254.5,96.2,158.3,1800209.31,1019762.16,2819971.47,0.638 ,0.378 ,0.524 ,0.362 ,0.622 ,(0.542),0.138411592
1744,2014,175,Guangyuan City,20547.0,7202.0,0.393,257.5,101.27,156.23,2080892.29,1125134.25,3206026.54,0.649 ,0.393 ,0.501 ,0.351 ,0.607 ,(0.547),0.133033242
1745,2015,175,Guangyuan City,23628.33,8939.23,0.408,263.0,107.38,155.62,2537279.08,1391097.33,3928376.41,0.646 ,0.408 ,0.459 ,0.354 ,0.592 ,(0.513),0.114420368
1746,2016,175,Guangyuan City,25762.0,9819.0,0.424,263.5,111.72,151.78,2878233.69,1490288.54,4368522.23,0.659 ,0.424 ,0.441 ,0.341 ,0.576 ,(0.524),0.111714188
1747,2017,175,Guangyuan City,28132.0,10801.0,0.44,266.0,116.99,149.01,3291072.66,1609491.57,4900564.23,0.672 ,0.440 ,0.423 ,0.328 ,0.560 ,(0.534),0.108902688
1748,2018,175,Guangyuan City,30592.0,11854.0,0.456,266.7,121.7,145.0,3722899.86,1718886.78,5441786.64,0.684 ,0.456 ,0.405 ,0.316 ,0.544 ,(0.543),0.105534188
1749,2019,175,Guangyuan City,33481.0,13127.0,0.472,267.5,126.26,141.24,4227311.06,1854057.48,6081368.54,0.695 ,0.472 ,0.387 ,0.305 ,0.528 ,(0.549),0.101656027
1750,2010,176,Suining City,13778.47,5389.93,0.384,325.2,124.82,200.38,1719833.66,1080033.04,2799866.7,0.614 ,0.384 ,0.470 ,0.386 ,0.616 ,(0.468),0.108170828
1751,2011,176,Suining City,16093.0,6528.2,0.4,326.01,130.24,195.77,2095968.33,1278019.22,3373987.55,0.621 ,0.400 ,0.441 ,0.379 ,0.601 ,(0.461),0.099701027
1752,2012,176,Suining City,18716.0,7488.2,0.417,326.77,136.28,190.49,2550606.22,1426431.32,3977037.55,0.641 ,0.417 ,0.430 ,0.359 ,0.583 ,(0.486),0.10178601
1753,2013,176,Suining City,20737.0,8496.0,0.431,327.5,141.19,186.31,2927758.53,1582930.12,4510688.65,0.649 ,0.431 ,0.409 ,0.351 ,0.569 ,(0.483),0.096060354
1754,2014,176,Suining City,22790.0,9482.0,0.446,328.25,146.43,181.82,3337192.69,1723995.19,5061187.88,0.659 ,0.446 ,0.391 ,0.341 ,0.554 ,(0.486),0.092032883
1755,2015,176,Suining City,25011.56,11379.0,0.459,329.0,151.04,177.96,3777844.11,2024962.46,5802806.57,0.651 ,0.459 ,0.349 ,0.349 ,0.541 ,(0.438),0.074467017
1756,2016,176,Suining City,26962.0,12423.0,0.47,329.8,155.04,174.76,4180160.98,2171056.15,6351217.13,0.658 ,0.470 ,0.337 ,0.342 ,0.530 ,(0.438),0.071633893
1757,2017,176,Suining City,29308.0,13579.0,0.485,323.59,157.01,166.58,4601527.98,2262045.93,6863573.91,0.670 ,0.485 ,0.323 ,0.330 ,0.515 ,(0.446),0.069802155
1758,2018,176,Suining City,31830.0,14844.0,0.5,320.2,160.16,160.04,5098021.39,2375573.79,7473595.18,0.682 ,0.500 ,0.310 ,0.318 ,0.500 ,(0.453),0.067753981
1759,2019,176,Suining City,34854.0,16358.0,0.515,318.9,164.3,154.6,5726417.4,2528991.29,8255408.69,0.694 ,0.515 ,0.297 ,0.306 ,0.485 ,(0.459),0.065687777
1760,2010,177,Neijiang City,14324.41,5503.8,0.394,370.3,145.74,224.56,2087579.77,1235956.21,3323535.98,0.628 ,0.394 ,0.467 ,0.372 ,0.606 ,(0.489),0.111781108
1761,2011,177,Neijiang City,16602.0,6637.8,0.402,370.91,149.22,221.69,2477302.18,1471553.18,3948855.36,0.627 ,0.402 ,0.444 ,0.373 ,0.598 ,(0.472),0.102674619
1762,2012,177,Neijiang City,19142.0,7602.2,0.418,371.81,155.58,216.23,2978044.56,1643850.63,4621895.2,0.644 ,0.418 ,0.432 ,0.356 ,0.582 ,(0.492),0.103269029
1763,2013,177,Neijiang City,21114.0,8584.0,0.427,372.46,158.93,213.53,3355620.19,1832952.83,5188573.03,0.647 ,0.427 ,0.416 ,0.353 ,0.573 ,(0.484),0.097898645
1764,2014,177,Neijiang City,23162.0,9565.0,0.442,373.26,165.02,208.24,3822152.61,1991832.38,5813984.99,0.657 ,0.442 ,0.397 ,0.343 ,0.558 ,(0.488),0.093776384
1765,2015,177,Neijiang City,25786.62,11427.64,0.456,373.97,170.57,203.4,4398365.35,2324407.19,6722772.55,0.654 ,0.456 ,0.361 ,0.346 ,0.544 ,(0.453),0.07939577
1766,2016,177,Neijiang City,27986.0,12491.0,0.467,374.66,174.97,199.69,4896604.63,2494375.01,7390979.64,0.663 ,0.467 ,0.350 ,0.337 ,0.533 ,(0.457),0.077456665
1767,2017,177,Neijiang City,30393.0,13640.0,0.479,375.37,179.8,195.57,5464729.18,2667544.38,8132273.56,0.672 ,0.479 ,0.339 ,0.328 ,0.521 ,(0.463),0.075717621
1768,2018,177,Neijiang City,32982.0,14908.0,0.491,369.9,181.62,188.28,5990220.52,2806864.82,8797085.35,0.681 ,0.491 ,0.327 ,0.319 ,0.509 ,(0.467),0.073658842
1769,2019,177,Neijiang City,36059.0,16450.0,0.506,370.0,187.15,182.85,6748297.61,3007948.3,9756245.91,0.692 ,0.506 ,0.313 ,0.308 ,0.494 ,(0.472),0.071025268
1770,2010,178,Leshan,15237.01,5613.0,0.395,323.6,127.74,195.86,1946394.04,1099355.3,3045749.34,0.639 ,0.395 ,0.482 ,0.361 ,0.605 ,(0.517),0.121275937
1771,2011,178,Leshan,17644.0,6769.6,0.412,324.33,133.62,190.71,2357646.08,1291038.5,3648684.58,0.646 ,0.412 ,0.450 ,0.354 ,0.588 ,(0.508),0.111089362
1772,2012,178,Leshan,20397.0,7745.6,0.43,325.44,139.83,185.61,2852022.76,1437694.9,4289717.66,0.665 ,0.430 ,0.437 ,0.335 ,0.570 ,(0.532),0.112077338
1773,2013,178,Leshan,22661.0,8737.0,0.445,325.56,144.97,180.59,3285207.5,1577798.51,4863006.01,0.676 ,0.445 ,0.417 ,0.324 ,0.555 ,(0.536),0.107554538
1774,2014,178,Leshan,24791.0,9724.0,0.459,325.0,149.27,175.73,3700614.55,1708774.21,5409388.76,0.684 ,0.459 ,0.398 ,0.316 ,0.541 ,(0.537),0.102777791
1775,2015,178,Leshan,26360.63,11648.69,0.473,326.05,154.25,171.8,4066127.05,2001244.51,6067371.56,0.670 ,0.473 ,0.348 ,0.330 ,0.527 ,(0.468),0.078870791
1776,2016,178,Leshan,28583.0,12749.0,0.487,326.5,159.1,167.4,4547653.91,2134138.62,6681792.53,0.681 ,0.487 ,0.334 ,0.319 ,0.513 ,(0.473),0.076233083
1777,2017,178,Leshan,31070.0,13927.0,0.502,327.21,164.16,163.05,5100490.25,2270779.84,7371270.1,0.692 ,0.502 ,0.321 ,0.308 ,0.498 ,(0.481),0.074309621
1778,2018,178,Leshan,33663.0,15173.0,0.518,326.7,169.33,157.37,5700109.0,2387796.1,8087905.1,0.705 ,0.518 ,0.307 ,0.295 ,0.482 ,(0.490),0.072052813
1779,2019,178,Leshan,36676.0,16728.0,0.534,327.1,174.54,152.56,6401449.58,2552014.31,8953463.89,0.715 ,0.534 ,0.293 ,0.285 ,0.466 ,(0.492),0.068832456
1780,2010,179,Nanchong,12638.15,4814.32,0.359,627.9,225.48,402.42,2849662.61,1937375.42,4787038.03,0.595 ,0.359 ,0.505 ,0.405 ,0.641 ,(0.460),0.114835659
1781,2011,179,Nanchong,14798.0,5837.1,0.375,628.53,235.98,392.55,3492091.97,2291329.96,5783421.94,0.604 ,0.375 ,0.475 ,0.396 ,0.625 ,(0.455),0.106566725
1782,2012,179,Nanchong,17225.0,6726.2,0.393,630.03,247.88,382.15,4269790.65,2570394.82,6840185.47,0.624 ,0.393 ,0.462 ,0.376 ,0.607 ,(0.479),0.108195239
1783,2013,179,Nanchong,19206.0,7650.0,0.409,631.7,258.3,373.4,4960950.71,2856493.71,7817444.41,0.635 ,0.409 ,0.440 ,0.365 ,0.591 ,(0.481),0.103167464
1784,2014,179,Nanchong,21223.0,8555.0,0.424,633.38,268.74,364.64,5703535.53,3119468.39,8823003.92,0.646 ,0.424 ,0.421 ,0.354 ,0.576 ,(0.488),0.099803787
1785,2015,179,Nanchong,23950.22,10291.82,0.438,636.4,278.9,357.5,6679717.11,3679326.5,10359043.61,0.645 ,0.438 ,0.386 ,0.355 ,0.562 ,(0.458),0.086194641
1786,2016,179,Nanchong,25993.0,11273.0,0.451,640.22,288.58,351.64,7500978.09,3964073.22,11465051.31,0.654 ,0.451 ,0.373 ,0.346 ,0.549 ,(0.463),0.083732803
1787,2017,179,Nanchong,28333.0,12389.0,0.465,641.79,298.24,343.55,8450028.62,4256243.27,12706271.89,0.665 ,0.465 ,0.358 ,0.335 ,0.535 ,(0.469),0.081342541
1788,2018,179,Nanchong,30810.0,13583.0,0.481,644.0,310.02,333.98,9551765.5,4536428.61,14088194.1,0.678 ,0.481 ,0.342 ,0.322 ,0.519 ,(0.477),0.078719323
1789,2019,179,Nanchong,33749.0,15027.0,0.497,643.5,319.95,323.55,10797931.8,4862012.9,15659944.7,0.690 ,0.497 ,0.327 ,0.310 ,0.503 ,(0.482),0.075805805
1790,2010,180,Meishan City,14644.4,5942.49,0.341,295.0,100.64,194.36,1473789.27,1154990.87,2628780.14,0.561 ,0.341 ,0.497 ,0.439 ,0.659 ,(0.405),0.100482581
1791,2011,180,Meishan City,17038.0,7184.4,0.358,295.83,105.83,190.0,1803159.05,1365024.4,3168183.45,0.569 ,0.358 ,0.464 ,0.431 ,0.642 ,(0.399),0.092260345
1792,2012,180,Meishan City,19766.0,8236.0,0.376,296.64,111.45,185.19,2202899.96,1525233.48,3728133.44,0.591 ,0.376 ,0.453 ,0.409 ,0.624 ,(0.423),0.094660919
1793,2013,180,Meishan City,21901.0,9332.0,0.39,297.84,116.01,181.83,2540706.1,1696849.88,4237555.98,0.600 ,0.390 ,0.431 ,0.400 ,0.611 ,(0.422),0.089745688
1794,2014,180,Meishan City,24135.0,10433.0,0.405,298.97,120.96,178.01,2919448.33,1857144.3,4776592.63,0.611 ,0.405 ,0.413 ,0.389 ,0.595 ,(0.426),0.086440314
1795,2015,180,Meishan City,26394.75,12755.57,0.419,300.13,125.66,174.47,3316880.72,2225407.5,5542288.22,0.598 ,0.419 ,0.357 ,0.402 ,0.581 ,(0.370),0.065224878
1796,2016,180,Meishan City,28691.0,13935.0,0.434,300.09,130.18,169.91,3734966.89,2367709.2,6102676.09,0.612 ,0.434 ,0.344 ,0.388 ,0.566 ,(0.378),0.063992765
1797,2017,180,Meishan City,31130.0,15203.0,0.448,297.48,133.18,164.3,4145949.31,2497825.6,6643774.9,0.624 ,0.448 ,0.332 ,0.376 ,0.552 ,(0.385),0.062637225
1798,2018,180,Meishan City,33697.0,16563.0,0.463,298.4,138.22,160.18,4657561.6,2653079.89,7310641.49,0.637 ,0.463 ,0.319 ,0.363 ,0.537 ,(0.391),0.061007508
1799,2019,180,Meishan City,36743.0,18177.0,0.478,299.5,143.25,156.25,5263465.98,2840140.8,8103606.78,0.650 ,0.478 ,0.306 ,0.350 ,0.522 ,(0.398),0.059334053
1800,2010,181,Yibin,15260.74,5609.73,0.38,447.2,169.94,277.26,2593348.4,1555376.88,4148725.29,0.625 ,0.380 ,0.498 ,0.375 ,0.620 ,(0.503),0.122535492
1801,2011,181,Yibin,17753.0,6778.7,0.393,446.0,175.48,270.52,3115317.74,1833765.79,4949083.53,0.629 ,0.393 ,0.470 ,0.371 ,0.607 ,(0.493),0.11318444
1802,2012,181,Yibin,20522.0,7771.2,0.411,446.0,183.22,262.78,3760067.93,2042105.68,5802173.61,0.648 ,0.411 ,0.456 ,0.352 ,0.589 ,(0.515),0.11405431
1803,2013,181,Yibin,22718.0,8806.0,0.425,446.5,189.54,256.96,4305952.68,2262796.36,6568749.05,0.656 ,0.425 ,0.435 ,0.344 ,0.576 ,(0.513),0.108047131
1804,2014,181,Yibin,24990.0,9831.0,0.439,447.0,196.01,250.99,4898277.41,2467487.61,7365765.01,0.665 ,0.439 ,0.416 ,0.335 ,0.562 ,(0.516),0.103908422
1805,2015,181,Yibin,26207.29,11745.0,0.451,449.0,202.5,246.5,5306975.81,2895177.74,8202153.54,0.647 ,0.451 ,0.361 ,0.353 ,0.549 ,(0.442),0.077611634
1806,2016,181,Yibin,28390.0,12843.0,0.466,451.0,210.3,240.7,5970453.91,3091293.4,9061747.31,0.659 ,0.466 ,0.346 ,0.341 ,0.534 ,(0.448),0.07508456
1807,2017,181,Yibin,30832.0,14063.0,0.481,453.0,217.98,235.02,6720870.36,3305035.63,10025905.99,0.670 ,0.481 ,0.332 ,0.330 ,0.519 ,(0.453),0.072740764
1808,2018,181,Yibin,33465.0,15391.0,0.496,455.6,226.16,229.44,7568439.05,3531313.5,11099752.55,0.682 ,0.496 ,0.317 ,0.318 ,0.504 ,(0.459),0.070329771
1809,2019,181,Yibin,36694.0,16999.0,0.512,457.3,234.09,223.21,8589767.08,3794315.0,12384082.08,0.694 ,0.512 ,0.304 ,0.306 ,0.488 ,(0.466),0.068033927
1810,2010,182,Guang'an,14754.26,5377.15,0.291,320.5,93.18,227.32,1374860.75,1222312.49,2597173.24,0.529 ,0.291 ,0.599 ,0.471 ,0.709 ,(0.410),0.124192106
1811,2011,182,Guang'an,17203.0,6512.7,0.309,321.0,99.27,221.73,1707826.58,1444028.88,3151855.46,0.542 ,0.309 ,0.561 ,0.458 ,0.691 ,(0.411),0.115761687
1812,2012,182,Guang'an,19973.0,7473.5,0.329,321.64,105.86,215.78,2114344.98,1612630.63,3726975.62,0.567 ,0.329 ,0.544 ,0.433 ,0.671 ,(0.439),0.119118419
1813,2013,182,Guang'an,22210.0,8492.0,0.343,322.43,110.56,211.87,2455565.3,1799189.45,4254754.75,0.577 ,0.343 ,0.521 ,0.423 ,0.657 ,(0.441),0.11408565
1814,2014,182,Guang'an,24475.0,9514.0,0.358,323.16,115.72,207.44,2832328.88,1973545.67,4805874.55,0.589 ,0.358 ,0.498 ,0.411 ,0.642 ,(0.447),0.110182482
1815,2015,182,Guang'an,26071.84,11371.39,0.372,324.66,120.85,203.81,3150781.5,2317603.74,5468385.24,0.576 ,0.372 ,0.437 ,0.424 ,0.628 ,(0.393),0.085229941
1816,2016,182,Guang'an,28218.0,12479.0,0.388,326.47,126.71,199.76,3575633.13,2492747.39,6068380.52,0.589 ,0.388 ,0.417 ,0.411 ,0.612 ,(0.398),0.08229336
1817,2017,182,Guang'an,30616.0,13655.0,0.402,325.03,130.79,194.24,4004330.08,2652318.91,6656648.98,0.602 ,0.402 ,0.402 ,0.398 ,0.598 ,(0.405),0.080356227
1818,2018,182,Guang'an,33079.0,14931.0,0.419,324.1,135.67,188.43,4487770.37,2813474.31,7301244.68,0.615 ,0.419 ,0.384 ,0.385 ,0.581 ,(0.411),0.07762706
1819,2019,182,Guang'an,36005.0,16445.0,0.433,325.1,140.64,184.46,5063680.55,3033473.31,8097153.87,0.625 ,0.433 ,0.369 ,0.375 ,0.567 ,(0.415),0.074945521
1820,2010,183,Dazhou,12624.28,5084.0,0.327,546.8,178.84,367.96,2257711.25,1870713.5,4128424.75,0.547 ,0.327 ,0.514 ,0.453 ,0.673 ,(0.395),0.101921096
1821,2011,183,Dazhou,14662.0,6148.3,0.343,548.56,188.22,360.34,2759669.43,2215483.54,4975152.97,0.555 ,0.343 ,0.480 ,0.445 ,0.657 ,(0.389),0.093333128
1822,2012,183,Dazhou,16949.0,7047.3,0.361,549.27,198.3,350.97,3360949.32,2473406.42,5834355.74,0.576 ,0.361 ,0.467 ,0.424 ,0.639 ,(0.410),0.095246793
1823,2013,183,Dazhou,18915.0,8001.0,0.378,551.28,208.38,342.9,3941580.33,2743512.18,6685092.51,0.590 ,0.378 ,0.445 ,0.410 ,0.622 ,(0.416),0.091465653
1824,2014,183,Dazhou,20939.0,8945.0,0.394,553.0,217.83,335.17,4561073.27,2998125.17,7559198.44,0.603 ,0.394 ,0.426 ,0.397 ,0.606 ,(0.424),0.089118737
1825,2015,183,Dazhou,23883.62,10688.05,0.409,556.76,227.55,329.21,5434665.97,3518635.66,8953301.64,0.607 ,0.409 ,0.396 ,0.393 ,0.591 ,(0.409),0.07955238
1826,2016,183,Dazhou,26016.0,11718.0,0.424,559.77,237.45,322.32,6177614.55,3776893.8,9954508.36,0.621 ,0.424 ,0.380 ,0.379 ,0.576 ,(0.417),0.077840623
1827,2017,183,Dazhou,28383.0,12843.0,0.439,568.95,249.88,319.07,7092424.65,4097779.54,11190204.18,0.634 ,0.439 ,0.367 ,0.366 ,0.561 ,(0.426),0.076400601
1828,2018,183,Dazhou,30882.0,14055.0,0.455,572.0,260.37,311.63,8040882.22,4379897.81,12420780.03,0.647 ,0.455 ,0.352 ,0.353 ,0.545 ,(0.435),0.074600303
1829,2019,183,Dazhou,33823.0,15504.0,0.471,574.1,270.63,303.47,9153543.52,4704987.41,13858530.93,0.660 ,0.471 ,0.337 ,0.340 ,0.529 ,(0.443),0.072462864
1830,2010,184,Ya'an city,14906.15,5180.8,0.346,150.7,52.17,98.53,777620.4,510475.78,1288096.18,0.604 ,0.346 ,0.556 ,0.396 ,0.654 ,(0.501),0.137326096
1831,2011,184,Ya'an city,17326.0,6268.7,0.366,151.71,55.47,96.24,960998.83,603326.6,1564325.44,0.614 ,0.366 ,0.519 ,0.386 ,0.634 ,(0.498),0.126873237
1832,2012,184,Ya'an city,20049.0,7186.7,0.383,152.65,58.46,94.19,1172050.2,676920.41,1848970.62,0.634 ,0.383 ,0.504 ,0.366 ,0.617 ,(0.522),0.128336586
1833,2013,184,Ya'an city,22254.0,8093.0,0.398,153.37,61.04,92.33,1358435.23,747229.16,2105664.39,0.645 ,0.398 ,0.483 ,0.355 ,0.602 ,(0.529),0.124050616
1834,2014,184,Ya'an city,24435.0,9056.0,0.413,154.37,63.75,90.62,1557848.78,820611.16,2378459.94,0.655 ,0.413 ,0.461 ,0.345 ,0.587 ,(0.531),0.118699438
1835,2015,184,Ya'an city,25318.48,10195.33,0.426,154.68,65.82,88.87,1666399.05,906010.76,2572409.81,0.648 ,0.426 ,0.420 ,0.352 ,0.575 ,(0.489),0.099946777
1836,2016,184,Ya'an city,27352.0,11138.0,0.44,153.97,67.67,86.3,1850904.78,961211.46,2812116.24,0.658 ,0.440 ,0.404 ,0.342 ,0.561 ,(0.495),0.096762878
1837,2017,184,Ya'an city,29732.0,12145.0,0.454,153.78,69.74,84.04,2073486.79,1020675.15,3094161.94,0.670 ,0.454 ,0.390 ,0.330 ,0.547 ,(0.505),0.0951387
1838,2018,184,Ya'an city,32198.0,13242.0,0.469,154.0,72.15,81.85,2323053.5,1083870.94,3406924.44,0.682 ,0.469 ,0.375 ,0.318 ,0.532 ,(0.513),0.092622979
1839,2019,184,Ya'an city,35043.0,14586.0,0.484,154.1,74.54,79.56,2612041.09,1160488.85,3772529.94,0.692 ,0.484 ,0.359 ,0.308 ,0.516 ,(0.518),0.08904725
1840,2010,185,Bazhong City,12412.62,3847.22,0.293,328.4,96.27,232.13,1194908.55,893071.63,2087980.18,0.572 ,0.293 ,0.669 ,0.428 ,0.707 ,(0.502),0.167977698
1841,2011,185,Bazhong City,14609.0,4666.5,0.313,329.63,103.05,226.58,1505439.01,1057341.46,2562780.47,0.587 ,0.313 ,0.631 ,0.413 ,0.687 ,(0.510),0.159917165
1842,2012,185,Bazhong City,16999.0,5387.0,0.332,330.79,109.88,220.91,1867845.3,1190043.7,3057889.0,0.611 ,0.332 ,0.609 ,0.389 ,0.668 ,(0.540),0.161935389
