index,year,id,dum,urban_disposable_income,rural_disposable_income,urbanization_rate,total_pop,urban_pop,rural_pop,urban_total_income,rural_total_income,total_income,P1/P,Z1/Z,LN(N/O),P2/P,Z2/Z,LN(Q/R),theil_index
140,2010,15,Wuxi,27750.0,14002.0,0.703,637.26,448.19,189.07,12437272.5,2647358.14,15084630.64,0.824 ,0.703 ,0.159 ,0.176 ,0.297 ,(0.525),0.038933403
141,2011,15,Wuxi,31638.0,16438.0,0.722,643.22,464.6,178.62,14699014.8,2936155.56,17635170.36,0.834 ,0.722 ,0.143 ,0.166 ,0.278 ,(0.512),0.03418089
142,2012,15,Wuxi,35663.0,18509.0,0.729,646.55,471.0,175.55,16797273.0,3249254.95,20046527.95,0.838 ,0.728 ,0.140 ,0.162 ,0.272 ,(0.516),0.03364806
143,2013,15,Wuxi,38999.0,20587.0,0.737,648.41,477.88,170.53,18636842.12,3510701.11,22147543.23,0.841 ,0.737 ,0.133 ,0.159 ,0.263 ,(0.506),0.031306385
144,2014,15,Wuxi,41731.0,22266.0,0.745,650.01,484.06,165.95,20200307.86,3695042.7,23895350.56,0.845 ,0.745 ,0.127 ,0.155 ,0.255 ,(0.501),0.029654072
145,2015,15,Wuxi,45129.0,24155.0,0.754,651.1,490.93,160.17,22155179.97,3868906.35,26024086.32,0.851 ,0.754 ,0.121 ,0.149 ,0.246 ,(0.504),0.028489028
146,2016,15,Wuxi,48628.0,26158.0,0.758,652.9,494.9,158.0,24065997.2,4132964.0,28198961.2,0.853 ,0.758 ,0.119 ,0.147 ,0.242 ,(0.501),0.027706613
147,2017,15,Wuxi,52659.0,28358.0,0.76,655.3,498.03,157.27,26225761.77,4459862.66,30685624.43,0.855 ,0.760 ,0.117 ,0.145 ,0.240 ,(0.502),0.02742547
148,2018,15,Wuxi,56989.0,30787.0,0.763,657.5,501.5,156.0,28579983.5,4802772.0,33382755.5,0.856 ,0.763 ,0.116 ,0.144 ,0.237 ,(0.500),0.026918163
149,2019,15,Wuxi,61915.0,33574.0,0.771,659.15,508.2,150.95,31465203.0,5067995.3,36533198.3,0.861 ,0.771 ,0.111 ,0.139 ,0.229 ,(0.501),0.025836992
150,2010,16,Xuzhou,16762.0,7955.0,0.532,858.05,456.15,401.9,7645986.3,3197114.5,10843100.8,0.705 ,0.532 ,0.282 ,0.295 ,0.468 ,(0.463),0.062734942
151,2011,16,Xuzhou,19206.0,9490.0,0.554,857.26,475.18,382.08,9126307.08,3625939.2,12752246.28,0.716 ,0.554 ,0.256 ,0.284 ,0.446 ,(0.449),0.055047996
152,2012,16,Xuzhou,21716.0,10762.0,0.567,856.41,486.0,370.41,10553976.0,3986352.42,14540328.42,0.726 ,0.567 ,0.246 ,0.274 ,0.433 ,(0.456),0.053650401
153,2013,16,Xuzhou,23770.0,12052.0,0.581,859.1,498.97,360.13,11860516.9,4340286.76,16200803.66,0.732 ,0.581 ,0.231 ,0.268 ,0.419 ,(0.448),0.049533667
154,2014,16,Xuzhou,24080.0,12811.0,0.595,862.83,513.04,349.79,12354003.2,4481159.69,16835162.89,0.734 ,0.595 ,0.210 ,0.266 ,0.405 ,(0.421),0.042395002
155,2015,16,Xuzhou,26219.0,13982.0,0.611,866.9,529.24,337.66,13876143.56,4721162.12,18597305.68,0.746 ,0.610 ,0.201 ,0.254 ,0.390 ,(0.428),0.04102906
156,2016,16,Xuzhou,28421.0,15274.0,0.624,871.0,543.85,327.15,15456760.85,4996889.1,20453649.95,0.756 ,0.624 ,0.191 ,0.244 ,0.376 ,(0.430),0.03914726
157,2017,16,Xuzhou,30987.0,16697.0,0.638,876.35,558.76,317.59,17314296.12,5302800.23,22617096.35,0.766 ,0.638 ,0.183 ,0.234 ,0.362 ,(0.435),0.037896364
158,2018,16,Xuzhou,33586.0,18206.0,0.651,880.2,573.0,307.2,19244778.0,5592883.2,24837661.2,0.775 ,0.651 ,0.174 ,0.225 ,0.349 ,(0.438),0.036252806
159,2019,16,Xuzhou,36215.0,19873.0,0.667,882.56,588.84,293.72,21324840.6,5837097.56,27161938.16,0.785 ,0.667 ,0.163 ,0.215 ,0.333 ,(0.437),0.033764364
160,2010,17,Changzhou City,25875.0,12637.0,0.632,459.2,290.1,169.1,7506337.5,2136916.7,9643254.2,0.778 ,0.632 ,0.209 ,0.222 ,0.368 ,(0.508),0.049942058
161,2011,17,Changzhou City,29559.0,14838.0,0.652,464.97,303.16,161.81,8961106.44,2400936.78,11362043.22,0.789 ,0.652 ,0.190 ,0.211 ,0.348 ,(0.499),0.044692018
162,2012,17,Changzhou City,33326.0,16737.0,0.662,468.68,310.0,158.68,10331060.0,2655827.16,12986887.16,0.795 ,0.661 ,0.185 ,0.205 ,0.339 ,(0.504),0.043719766
163,2013,17,Changzhou City,36611.0,18643.0,0.675,469.21,316.48,152.73,11586649.28,2847345.39,14433994.67,0.803 ,0.674 ,0.174 ,0.197 ,0.326 ,(0.501),0.040926822
164,2014,17,Changzhou City,39483.0,20133.0,0.687,469.64,322.64,147.0,12738795.12,2959551.0,15698346.12,0.811 ,0.687 ,0.167 ,0.189 ,0.313 ,(0.507),0.039551668
165,2015,17,Changzhou City,42710.0,21912.0,0.7,470.14,329.1,141.04,14055861.0,3090468.48,17146329.48,0.820 ,0.700 ,0.158 ,0.180 ,0.300 ,(0.509),0.037631722
166,2016,17,Changzhou City,46058.0,23780.0,0.71,470.83,334.29,136.54,15396728.82,3246921.2,18643650.02,0.826 ,0.710 ,0.151 ,0.174 ,0.290 ,(0.510),0.036010084
167,2017,17,Changzhou City,49955.0,25835.0,0.718,471.73,338.7,133.03,16919758.5,3436830.05,20356588.55,0.831 ,0.718 ,0.146 ,0.169 ,0.282 ,(0.513),0.035043381
168,2018,17,Changzhou City,54000.0,28014.0,0.725,472.9,342.8,130.1,18511200.0,3644621.4,22155821.4,0.836 ,0.725 ,0.142 ,0.164 ,0.275 ,(0.514),0.034054766
169,2019,17,Changzhou City,58345.0,30491.0,0.733,473.6,347.01,126.59,20246298.45,3859855.69,24106154.14,0.840 ,0.733 ,0.137 ,0.160 ,0.267 ,(0.512),0.032606278
170,2010,18,Suzhou City,30366.0,14657.0,0.7,1046.6,732.95,313.65,22256759.7,4597168.05,26853927.75,0.829 ,0.700 ,0.168 ,0.171 ,0.300 ,(0.560),0.043761342
171,2011,18,Suzhou City,34617.0,17226.0,0.713,1051.87,750.09,301.78,25965865.53,5198462.28,31164327.81,0.833 ,0.713 ,0.156 ,0.167 ,0.287 ,(0.542),0.039220776
172,2012,18,Suzhou City,39079.0,19396.0,0.723,1054.91,763.0,291.91,29817277.0,5661886.36,35479163.36,0.840 ,0.723 ,0.150 ,0.160 ,0.277 ,(0.550),0.038303996
173,2013,18,Suzhou City,42748.0,21578.0,0.732,1057.87,773.83,284.04,33079684.84,6129015.12,39208699.96,0.844 ,0.731 ,0.143 ,0.156 ,0.269 ,(0.541),0.035814876
174,2014,18,Suzhou City,46677.0,23560.0,0.74,1060.4,784.17,276.23,36602703.09,6507978.8,43110681.89,0.849 ,0.740 ,0.138 ,0.151 ,0.260 ,(0.546),0.034915552
175,2015,18,Suzhou City,50390.0,25580.0,0.749,1061.6,795.14,266.46,40067104.6,6816046.8,46883151.4,0.855 ,0.749 ,0.132 ,0.145 ,0.251 ,(0.546),0.033344046
176,2016,18,Suzhou City,54341.0,27691.0,0.755,1064.74,803.88,260.86,43683643.08,7223474.26,50907117.34,0.858 ,0.755 ,0.128 ,0.142 ,0.245 ,(0.546),0.032345211
177,2017,18,Suzhou City,58806.0,29977.0,0.758,1068.36,809.82,258.54,47622274.92,7750253.58,55372528.5,0.860 ,0.758 ,0.126 ,0.140 ,0.242 ,(0.548),0.031974297
178,2018,18,Suzhou City,63481.0,32420.0,0.761,1072.2,815.4,256.8,51762407.4,8325456.0,60087863.4,0.861 ,0.760 ,0.125 ,0.139 ,0.240 ,(0.547),0.031541451
179,2019,18,Suzhou City,68629.0,35152.0,0.77,1074.99,827.74,247.25,56806968.46,8691332.0,65498300.46,0.867 ,0.770 ,0.119 ,0.133 ,0.230 ,(0.550),0.030224569
180,2010,19,Nantong city,21825.0,9914.0,0.558,728.28,406.44,321.84,8870553.0,3190721.76,12061274.76,0.735 ,0.558 ,0.276 ,0.265 ,0.442 ,(0.513),0.067233739
181,2011,19,Nantong city,25094.0,11730.0,0.576,728.91,419.85,309.06,10535715.9,3625273.8,14160989.7,0.744 ,0.576 ,0.256 ,0.256 ,0.424 ,(0.505),0.061246884
182,2012,19,Nantong city,28292.0,13231.0,0.587,729.73,428.0,301.73,12108976.0,3992189.63,16101165.63,0.752 ,0.587 ,0.249 ,0.248 ,0.413 ,(0.511),0.060165094
183,2013,19,Nantong city,31059.0,14754.0,0.599,729.77,437.13,292.64,13576820.67,4317610.56,17894431.23,0.759 ,0.599 ,0.236 ,0.241 ,0.401 ,(0.508),0.056768791
184,2014,19,Nantong city,33374.0,15821.0,0.612,729.8,446.27,283.53,14893814.98,4485728.13,19379543.11,0.769 ,0.611 ,0.229 ,0.231 ,0.389 ,(0.518),0.055798244
185,2015,19,Nantong city,36291.0,17267.0,0.628,730.0,458.15,271.85,16626721.65,4694033.95,21320755.6,0.780 ,0.628 ,0.217 ,0.220 ,0.372 ,(0.526),0.053647209
186,2016,19,Nantong city,39247.0,18741.0,0.644,730.2,470.03,260.17,18447267.41,4875845.97,23323113.38,0.791 ,0.644 ,0.206 ,0.209 ,0.356 ,(0.533),0.051466929
187,2017,19,Nantong city,42756.0,20472.0,0.66,730.5,482.35,248.15,20623356.6,5080126.8,25703483.4,0.802 ,0.660 ,0.195 ,0.198 ,0.340 ,(0.542),0.049302115
188,2018,19,Nantong city,46321.0,22369.0,0.671,731.0,490.5,240.5,22720450.5,5379744.5,28100195.0,0.809 ,0.671 ,0.186 ,0.191 ,0.329 ,(0.541),0.047117907
189,2019,19,Nantong city,50217.0,24303.0,0.681,731.8,498.36,233.44,25026144.12,5673292.32,30699436.44,0.815 ,0.681 ,0.180 ,0.185 ,0.319 ,(0.546),0.045741124
190,2010,20,Lianyungang,15790.0,7039.0,0.518,439.39,227.39,212.0,3590488.1,1492268.0,5082756.1,0.706 ,0.518 ,0.311 ,0.294 ,0.482 ,(0.497),0.073957351
191,2011,20,Lianyungang,18483.0,8434.0,0.532,438.61,233.12,205.49,4308756.96,1733102.66,6041859.62,0.713 ,0.531 ,0.294 ,0.287 ,0.469 ,(0.491),0.068938678
192,2012,20,Lianyungang,20816.0,9589.0,0.544,440.69,240.0,200.69,4995840.0,1924416.41,6920256.41,0.722 ,0.545 ,0.282 ,0.278 ,0.455 ,(0.493),0.066310686
193,2013,20,Lianyungang,22985.0,10745.0,0.557,442.83,246.74,196.09,5671318.9,2106987.05,7778305.95,0.729 ,0.557 ,0.269 ,0.271 ,0.443 ,(0.491),0.062956471
194,2014,20,Lianyungang,23595.0,11698.0,0.571,445.17,254.33,190.84,6000916.35,2232446.32,8233362.67,0.729 ,0.571 ,0.244 ,0.271 ,0.429 ,(0.458),0.053300381
195,2015,20,Lianyungang,25728.0,12778.0,0.587,447.37,262.61,184.76,6756430.08,2360863.28,9117293.36,0.741 ,0.587 ,0.233 ,0.259 ,0.413 ,(0.467),0.051814781
196,2016,20,Lianyungang,27853.0,13932.0,0.602,449.64,270.68,178.96,7539250.04,2493270.72,10032520.76,0.751 ,0.602 ,0.222 ,0.249 ,0.398 ,(0.471),0.049638746
197,2017,20,Lianyungang,30293.0,15273.0,0.617,451.84,278.79,173.05,8445385.47,2642992.65,11088378.12,0.762 ,0.617 ,0.211 ,0.238 ,0.383 ,(0.474),0.04735792
198,2018,20,Lianyungang,32749.0,16607.0,0.626,452.0,283.0,169.0,9267967.0,2806583.0,12074550.0,0.768 ,0.626 ,0.204 ,0.232 ,0.374 ,(0.475),0.045862877
199,2019,20,Lianyungang,35390.0,18061.0,0.636,451.1,286.9,164.2,10153391.0,2965616.2,13119007.2,0.774 ,0.636 ,0.196 ,0.226 ,0.364 ,(0.476),0.044239593
200,2010,21,Huaian city,15983.0,7233.0,0.508,479.99,243.87,236.12,3897774.21,1707855.96,5605630.17,0.695 ,0.508 ,0.314 ,0.305 ,0.492 ,(0.479),0.072201537
201,2011,21,Huaian city,18510.0,8645.0,0.52,480.34,249.97,230.37,4626944.7,1991548.65,6618493.35,0.699 ,0.520 ,0.295 ,0.301 ,0.480 ,(0.466),0.06609302
202,2012,21,Huaian city,20950.0,9838.0,0.535,480.3,257.0,223.3,5384150.0,2196825.4,7580975.4,0.710 ,0.535 ,0.283 ,0.290 ,0.465 ,(0.473),0.064110667
203,2013,21,Huaian city,23107.0,11045.0,0.551,482.69,265.77,216.92,6141147.39,2395881.4,8537028.79,0.719 ,0.551 ,0.267 ,0.281 ,0.449 ,(0.471),0.060181031
204,2014,21,Huaian city,25798.0,12010.0,0.565,485.21,273.95,211.26,7067362.1,2537232.6,9604594.7,0.736 ,0.565 ,0.265 ,0.264 ,0.435 ,(0.500),0.062909817
205,2015,21,Huaian city,28105.0,13128.0,0.582,487.2,283.31,203.89,7962427.55,2676667.92,10639095.47,0.748 ,0.582 ,0.252 ,0.252 ,0.418 ,(0.509),0.060822704
206,2016,21,Huaian city,30335.0,14319.0,0.597,489.0,291.84,197.16,8852966.4,2823134.04,11676100.44,0.758 ,0.597 ,0.239 ,0.242 ,0.403 ,(0.511),0.057851924
207,2017,21,Huaian city,32976.0,15601.0,0.613,491.4,300.98,190.42,9925116.48,2970742.42,12895858.9,0.770 ,0.612 ,0.228 ,0.230 ,0.388 ,(0.520),0.055962129
208,2018,21,Huaian city,35828.0,17058.0,0.624,492.5,307.5,185.0,11017110.0,3155730.0,14172840.0,0.777 ,0.624 ,0.219 ,0.223 ,0.376 ,(0.523),0.053902846
209,2019,21,Huaian city,38952.0,18567.0,0.635,493.26,313.22,180.04,12200545.44,3342802.68,15543348.12,0.785 ,0.635 ,0.212 ,0.215 ,0.365 ,(0.529),0.052628607
210,2010,22,Yancheng City,16935.0,8751.0,0.52,726.02,377.28,348.74,6389236.8,3051823.74,9441060.54,0.677 ,0.520 ,0.264 ,0.323 ,0.480 ,(0.396),0.050722047
211,2011,22,Yancheng City,19414.0,10511.0,0.54,723.74,390.82,332.92,7587379.48,3499322.12,11086701.6,0.684 ,0.540 ,0.237 ,0.316 ,0.460 ,(0.377),0.043261815
212,2012,22,Yancheng City,21941.0,11898.0,0.558,721.63,403.0,318.63,8842223.0,3791059.74,12633282.74,0.700 ,0.558 ,0.226 ,0.300 ,0.442 ,(0.386),0.042131391
213,2013,22,Yancheng City,24119.0,13344.0,0.572,721.98,413.08,308.9,9963076.52,4121961.6,14085038.12,0.707 ,0.572 ,0.212 ,0.293 ,0.428 ,(0.380),0.038900793
214,2014,22,Yancheng City,25854.0,14414.0,0.585,722.28,422.82,299.46,10931588.28,4316416.44,15248004.72,0.717 ,0.585 ,0.203 ,0.283 ,0.415 ,(0.382),0.037279995
215,2015,22,Yancheng City,28200.0,15748.0,0.601,722.85,434.43,288.42,12250926.0,4542038.16,16792964.16,0.730 ,0.601 ,0.194 ,0.270 ,0.399 ,(0.389),0.036228716
216,2016,22,Yancheng City,30496.0,17172.0,0.616,723.5,445.39,278.11,13582613.44,4775704.92,18358318.36,0.740 ,0.616 ,0.184 ,0.260 ,0.384 ,(0.390),0.03445648
217,2017,22,Yancheng City,33115.0,18711.0,0.629,724.22,455.53,268.69,15084875.95,5027458.59,20112334.54,0.750 ,0.629 ,0.176 ,0.250 ,0.371 ,(0.395),0.033292051
218,2018,22,Yancheng City,35896.0,20357.0,0.64,720.0,461.0,259.0,16548056.0,5272463.0,21820519.0,0.758 ,0.640 ,0.169 ,0.242 ,0.360 ,(0.398),0.032219004
219,2019,22,Yancheng City,38816.0,22258.0,0.649,720.89,467.86,253.03,18160453.76,5631941.74,23792395.5,0.763 ,0.649 ,0.162 ,0.237 ,0.351 ,(0.394),0.030554999
220,2010,23,Yangzhou,19537.0,9462.0,0.568,445.98,253.09,192.89,4944619.33,1825125.18,6769744.51,0.730 ,0.567 ,0.252 ,0.270 ,0.433 ,(0.473),0.056898267
221,2011,23,Yangzhou,22835.0,11217.0,0.579,446.3,258.41,187.89,5900792.35,2107562.13,8008354.48,0.737 ,0.579 ,0.241 ,0.263 ,0.421 ,(0.470),0.053966855
222,2012,23,Yangzhou,25712.0,12686.0,0.588,446.72,263.0,183.72,6762256.0,2330671.92,9092927.92,0.744 ,0.589 ,0.234 ,0.256 ,0.411 ,(0.473),0.05256018
223,2013,23,Yangzhou,28145.0,14214.0,0.6,447.0,268.09,178.91,7545393.05,2543026.74,10088419.79,0.748 ,0.600 ,0.221 ,0.252 ,0.400 ,(0.462),0.048582513
224,2014,23,Yangzhou,30322.0,15284.0,0.612,447.79,274.05,173.74,8309744.1,2655442.16,10965186.26,0.758 ,0.612 ,0.214 ,0.242 ,0.388 ,(0.471),0.047814386
225,2015,23,Yangzhou,32946.0,16619.0,0.628,448.36,281.53,166.83,9275287.38,2772547.77,12047835.15,0.770 ,0.628 ,0.204 ,0.230 ,0.372 ,(0.480),0.046343931
226,2016,23,Yangzhou,35659.0,18057.0,0.644,449.14,289.25,159.89,10314365.75,2887133.73,13201499.48,0.781 ,0.644 ,0.193 ,0.219 ,0.356 ,(0.487),0.044433893
227,2017,23,Yangzhou,38828.0,19694.0,0.661,450.82,297.77,153.05,11561813.56,3014166.7,14575980.26,0.793 ,0.661 ,0.183 ,0.207 ,0.339 ,(0.496),0.042704767
228,2018,23,Yangzhou,41999.0,21457.0,0.671,453.1,304.2,148.9,12776095.8,3194947.3,15971043.1,0.800 ,0.671 ,0.175 ,0.200 ,0.329 ,(0.496),0.040876068
229,2019,23,Yangzhou,45550.0,23333.0,0.682,454.9,310.24,144.66,14131432.0,3375351.78,17506783.78,0.807 ,0.682 ,0.169 ,0.193 ,0.318 ,(0.500),0.039570824
230,2010,24,Zhenjiang,23224.0,10874.0,0.62,311.34,192.99,118.35,4481999.76,1286937.9,5768937.66,0.777 ,0.620 ,0.226 ,0.223 ,0.380 ,(0.533),0.056552435
231,2011,24,Zhenjiang,26637.0,12825.0,0.63,313.43,197.53,115.9,5261606.61,1486417.5,6748024.11,0.780 ,0.630 ,0.213 ,0.220 ,0.370 ,(0.518),0.051872577
232,2012,24,Zhenjiang,30045.0,14518.0,0.642,315.48,203.0,112.48,6099135.0,1632984.64,7732119.64,0.789 ,0.643 ,0.204 ,0.211 ,0.357 ,(0.524),0.050049666
233,2013,24,Zhenjiang,32977.0,16258.0,0.654,316.54,207.0,109.54,6826239.0,1780901.32,8607140.32,0.793 ,0.654 ,0.193 ,0.207 ,0.346 ,(0.514),0.046580751
234,2014,24,Zhenjiang,35752.0,17617.0,0.666,317.14,211.31,105.83,7554755.12,1864407.11,9419162.23,0.802 ,0.666 ,0.185 ,0.198 ,0.334 ,(0.522),0.045359318
235,2015,24,Zhenjiang,38666.0,19214.0,0.679,317.65,215.78,101.87,8343349.48,1957330.18,10300679.66,0.810 ,0.679 ,0.176 ,0.190 ,0.321 ,(0.523),0.04306092
236,2016,24,Zhenjiang,41794.0,20922.0,0.692,318.13,220.08,98.05,9198023.52,2051402.1,11249425.62,0.818 ,0.692 ,0.167 ,0.182 ,0.308 ,(0.525),0.040958912
237,2017,24,Zhenjiang,45386.0,22724.0,0.705,318.63,224.63,94.0,10195057.18,2136056.0,12331113.18,0.827 ,0.705 ,0.159 ,0.173 ,0.295 ,(0.532),0.039519483
238,2018,24,Zhenjiang,48903.0,24687.0,0.712,319.6,227.7,91.9,11135213.1,2268735.3,13403948.4,0.831 ,0.712 ,0.154 ,0.169 ,0.288 ,(0.530),0.03790553
239,2019,24,Zhenjiang,52713.0,26785.0,0.722,320.35,231.23,89.12,12188826.99,2387079.2,14575906.19,0.836 ,0.722 ,0.147 ,0.164 ,0.278 ,(0.530),0.036276279
240,2010,25,Taizhou,20255.0,9324.0,0.556,461.86,257.01,204.85,5205737.55,1910021.4,7115758.95,0.732 ,0.556 ,0.274 ,0.268 ,0.444 ,(0.502),0.065352386
241,2011,25,Taizhou,23597.0,11046.0,0.568,462.6,262.81,199.79,6201527.57,2206880.34,8408407.91,0.738 ,0.568 ,0.261 ,0.262 ,0.432 ,(0.498),0.061773461
242,2012,25,Taizhou,26574.0,12493.0,0.579,462.98,268.0,194.98,7121832.0,2435885.14,9557717.14,0.745 ,0.579 ,0.253 ,0.255 ,0.421 ,(0.502),0.060153185
243,2013,25,Taizhou,29112.0,13982.0,0.59,463.4,273.57,189.83,7964169.84,2654203.06,10618372.9,0.750 ,0.590 ,0.239 ,0.250 ,0.410 ,(0.494),0.05608203
244,2014,25,Taizhou,31346.0,15076.0,0.602,463.86,279.01,184.85,8745847.46,2786798.6,11532646.06,0.758 ,0.601 ,0.232 ,0.242 ,0.399 ,(0.500),0.054852922
245,2015,25,Taizhou,34092.0,16410.0,0.616,464.16,285.69,178.47,9739743.48,2928692.7,12668436.18,0.769 ,0.615 ,0.222 ,0.231 ,0.385 ,(0.509),0.053390717
246,2016,25,Taizhou,36828.0,17861.0,0.632,464.58,293.61,170.97,10813069.08,3053695.17,13866764.25,0.780 ,0.632 ,0.210 ,0.220 ,0.368 ,(0.513),0.05078453
247,2017,25,Taizhou,40059.0,19494.0,0.649,465.19,302.05,163.14,12099820.95,3180251.16,15280072.11,0.792 ,0.649 ,0.198 ,0.208 ,0.351 ,(0.522),0.048589117
248,2018,25,Taizhou,43452.0,21219.0,0.66,463.6,306.0,157.6,13296312.0,3344114.4,16640426.4,0.799 ,0.660 ,0.191 ,0.201 ,0.340 ,(0.526),0.047046249
249,2019,25,Taizhou,47216.0,23116.0,0.668,463.61,309.69,153.92,14622323.04,3558014.72,18180337.76,0.804 ,0.668 ,0.186 ,0.196 ,0.332 ,(0.529),0.04590527
250,2010,26,Suqian,12757.0,6975.0,0.483,471.56,227.88,243.68,2907065.16,1699668.0,4606733.16,0.631 ,0.483 ,0.267 ,0.369 ,0.517 ,(0.337),0.044097681
251,2011,26,Suqian,14972.0,8344.0,0.498,476.64,237.28,239.36,3552556.16,1997219.84,5549776.0,0.640 ,0.498 ,0.251 ,0.360 ,0.502 ,(0.333),0.041034058
252,2012,26,Suqian,16991.0,9495.0,0.51,479.8,245.0,234.8,4162795.0,2229426.0,6392221.0,0.651 ,0.511 ,0.243 ,0.349 ,0.489 ,(0.339),0.040259375
253,2013,26,Suqian,18846.0,10703.0,0.524,481.91,252.35,229.56,4755788.1,2456980.68,7212768.78,0.659 ,0.524 ,0.230 ,0.341 ,0.476 ,(0.335),0.037721929
254,2014,26,Suqian,20396.0,11677.0,0.537,484.32,260.27,224.05,5308466.92,2616231.85,7924698.77,0.670 ,0.537 ,0.220 ,0.330 ,0.463 ,(0.337),0.036222121
255,2015,26,Suqian,22233.0,12772.0,0.555,485.38,269.53,215.85,5992460.49,2756836.2,8749296.69,0.685 ,0.555 ,0.210 ,0.315 ,0.445 ,(0.345),0.035118433
256,2016,26,Suqian,24086.0,13929.0,0.575,487.94,280.71,207.23,6761181.06,2886506.67,9647687.73,0.701 ,0.575 ,0.197 ,0.299 ,0.425 ,(0.350),0.033495078
257,2017,26,Suqian,26118.0,15268.0,0.585,491.46,287.65,203.81,7512842.7,3111771.08,10624613.78,0.707 ,0.585 ,0.189 ,0.293 ,0.415 ,(0.348),0.031837718
258,2018,26,Suqian,28281.0,16639.0,0.6,492.6,295.6,197.0,8359863.6,3277883.0,11637746.6,0.718 ,0.600 ,0.180 ,0.282 ,0.400 ,(0.351),0.030474816
259,2019,26,Suqian,30614.0,18121.0,0.611,493.79,301.71,192.08,9236549.94,3480681.68,12717231.62,0.726 ,0.611 ,0.173 ,0.274 ,0.389 ,(0.352),0.029331158
260,2010,27,hangzhou city,29139.0,13186.0,0.733,870.5,638.08,232.42,18592911.13,3064736.27,21657647.4,0.858 ,0.733 ,0.158 ,0.142 ,0.267 ,(0.635),0.045826345
261,2011,27,hangzhou city,32434.0,15245.0,0.739,873.8,645.74,228.06,20943872.78,3476802.14,24420674.92,0.858 ,0.739 ,0.149 ,0.142 ,0.261 ,(0.606),0.041389399
262,2012,27,hangzhou city,35704.0,17017.0,0.743,880.2,653.99,226.21,23350008.97,3849439.39,27199448.37,0.858 ,0.743 ,0.144 ,0.142 ,0.257 ,(0.597),0.039581805
263,2013,27,hangzhou city,40925.0,21208.0,0.749,884.4,662.42,221.98,27109358.43,4707845.16,31817203.59,0.852 ,0.749 ,0.129 ,0.148 ,0.251 ,(0.528),0.03162123
264,2014,27,hangzhou city,44632.0,23555.0,0.751,889.2,667.79,221.41,29804767.57,5215331.39,35020098.97,0.851 ,0.751 ,0.125 ,0.149 ,0.249 ,(0.514),0.029916613
265,2015,27,hangzhou city,48316.0,25719.0,0.753,901.8,679.06,222.74,32809240.71,5728768.37,38538009.07,0.851 ,0.753 ,0.123 ,0.149 ,0.247 ,(0.508),0.029025033
266,2016,27,hangzhou city,52185.0,27908.0,0.762,918.8,700.13,218.67,36536054.44,6102765.16,42638819.59,0.857 ,0.762 ,0.117 ,0.143 ,0.238 ,(0.509),0.027762638
267,2017,27,hangzhou city,56276.0,30397.0,0.768,946.8,727.14,219.66,40920665.7,6676932.07,47597597.77,0.860 ,0.768 ,0.113 ,0.140 ,0.232 ,(0.503),0.026417373
268,2018,27,hangzhou city,61172.0,33193.0,0.774,980.6,758.98,221.62,46428593.72,7356086.61,53784680.33,0.863 ,0.774 ,0.109 ,0.137 ,0.226 ,(0.502),0.02549633
269,2019,27,hangzhou city,66068.0,36255.0,0.785,1036.0,813.26,222.74,53730461.68,8075438.7,61805900.38,0.869 ,0.785 ,0.102 ,0.131 ,0.215 ,(0.498),0.023643982
270,2010,28,Ningbo,29977.0,14261.0,0.683,761.1,519.83,241.27,15582982.88,3440732.93,19023715.81,0.819 ,0.683 ,0.182 ,0.181 ,0.317 ,(0.561),0.047388212
271,2011,28,Ningbo,34321.0,16518.0,0.69,762.8,526.33,236.47,18064240.57,3905978.42,21970219.0,0.822 ,0.690 ,0.175 ,0.178 ,0.310 ,(0.556),0.045294686
272,2012,28,Ningbo,38043.0,18475.0,0.694,763.9,530.15,233.75,20168367.1,4318594.07,24486961.17,0.824 ,0.694 ,0.171 ,0.176 ,0.306 ,(0.551),0.043871174
273,2013,28,Ningbo,40426.0,21879.0,0.698,766.3,534.88,231.42,21622953.77,5063295.07,26686248.84,0.810 ,0.698 ,0.149 ,0.190 ,0.302 ,(0.465),0.032656642
274,2014,28,Ningbo,44155.0,24283.0,0.703,781.1,549.11,231.99,24246097.76,5633333.04,29879430.8,0.811 ,0.703 ,0.143 ,0.189 ,0.297 ,(0.454),0.030752806
275,2015,28,Ningbo,47852.0,26469.0,0.711,782.5,556.36,226.14,26622819.09,5985765.83,32608584.92,0.816 ,0.711 ,0.138 ,0.184 ,0.289 ,(0.454),0.029580554
276,2016,28,Ningbo,51560.0,28572.0,0.719,787.5,566.21,221.29,29193916.5,6322626.45,35516542.95,0.822 ,0.719 ,0.134 ,0.178 ,0.281 ,(0.456),0.028767576
277,2017,28,Ningbo,55656.0,30871.0,0.724,800.5,579.56,220.94,32256102.67,6820577.0,39076679.67,0.825 ,0.724 ,0.131 ,0.175 ,0.276 ,(0.458),0.028274166
278,2018,28,Ningbo,60134.0,33633.0,0.729,820.2,597.93,222.27,35955670.06,7475748.17,43431418.23,0.828 ,0.729 ,0.127 ,0.172 ,0.271 ,(0.454),0.027167421
279,2019,28,Ningbo,64886.0,36632.0,0.736,854.2,628.69,225.51,40793257.2,8260838.36,49054095.56,0.832 ,0.736 ,0.122 ,0.168 ,0.264 ,(0.450),0.025840869
